generator_id,generator_name,district,generator_type,latitude,longitude,waste_type,year,month,quantity_tonnes
ahmedabad_municipal_zone___maninagar,Ahmedabad Municipal Zone - Maninagar,Ahmedabad,MUNICIPALITY,23.056045768060347,72.64932242444996,ORGANIC_WASTE,2021,9,86.6
ahmedabad_municipal_zone___maninagar,Ahmedabad Municipal Zone - Maninagar,Ahmedabad,MUNICIPALITY,23.056045768060347,72.64932242444996,ORGANIC_WASTE,2021,10,99.3
ahmedabad_municipal_zone___maninagar,Ahmedabad Municipal Zone - Maninagar,Ahmedabad,MUNICIPALITY,23.056045768060347,72.64932242444996,ORGANIC_WASTE,2021,11,96.3
ahmedabad_municipal_zone___maninagar,Ahmedabad Municipal Zone - Maninagar,Ahmedabad,MUNICIPALITY,23.056045768060347,72.64932242444996,ORGANIC_WASTE,2021,12,112.7
ahmedabad_municipal_zone___maninagar,Ahmedabad Municipal Zone - Maninagar,Ahmedabad,MUNICIPALITY,23.056045768060347,72.64932242444996,ORGANIC_WASTE,2022,1,94.6
ahmedabad_municipal_zone___maninagar,Ahmedabad Municipal Zone - Maninagar,Ahmedabad,MUNICIPALITY,23.056045768060347,72.64932242444996,ORGANIC_WASTE,2022,2,110.4
ahmedabad_municipal_zone___maninagar,Ahmedabad Municipal Zone - Maninagar,Ahmedabad,MUNICIPALITY,23.056045768060347,72.64932242444996,ORGANIC_WASTE,2022,3,84.7
ahmedabad_municipal_zone___maninagar,Ahmedabad Municipal Zone - Maninagar,Ahmedabad,MUNICIPALITY,23.056045768060347,72.64932242444996,ORGANIC_WASTE,2022,4,96.0
ahmedabad_municipal_zone___maninagar,Ahmedabad Municipal Zone - Maninagar,Ahmedabad,MUNICIPALITY,23.056045768060347,72.64932242444996,ORGANIC_WASTE,2022,5,107.9
ahmedabad_municipal_zone___maninagar,Ahmedabad Municipal Zone - Maninagar,Ahmedabad,MUNICIPALITY,23.056045768060347,72.64932242444996,ORGANIC_WASTE,2022,6,106.5
ahmedabad_municipal_zone___maninagar,Ahmedabad Municipal Zone - Maninagar,Ahmedabad,MUNICIPALITY,23.056045768060347,72.64932242444996,ORGANIC_WASTE,2022,7,85.0
ahmedabad_municipal_zone___maninagar,Ahmedabad Municipal Zone - Maninagar,Ahmedabad,MUNICIPALITY,23.056045768060347,72.64932242444996,ORGANIC_WASTE,2022,8,84.9
ahmedabad_municipal_zone___maninagar,Ahmedabad Municipal Zone - Maninagar,Ahmedabad,MUNICIPALITY,23.056045768060347,72.64932242444996,ORGANIC_WASTE,2022,9,85.7
ahmedabad_municipal_zone___maninagar,Ahmedabad Municipal Zone - Maninagar,Ahmedabad,MUNICIPALITY,23.056045768060347,72.64932242444996,ORGANIC_WASTE,2022,10,111.1
ahmedabad_municipal_zone___maninagar,Ahmedabad Municipal Zone - Maninagar,Ahmedabad,MUNICIPALITY,23.056045768060347,72.64932242444996,ORGANIC_WASTE,2022,11,91.4
ahmedabad_municipal_zone___maninagar,Ahmedabad Municipal Zone - Maninagar,Ahmedabad,MUNICIPALITY,23.056045768060347,72.64932242444996,ORGANIC_WASTE,2022,12,105.9
ahmedabad_municipal_zone___maninagar,Ahmedabad Municipal Zone - Maninagar,Ahmedabad,MUNICIPALITY,23.056045768060347,72.64932242444996,ORGANIC_WASTE,2023,1,97.8
ahmedabad_municipal_zone___maninagar,Ahmedabad Municipal Zone - Maninagar,Ahmedabad,MUNICIPALITY,23.056045768060347,72.64932242444996,ORGANIC_WASTE,2023,2,95.7
ahmedabad_municipal_zone___maninagar,Ahmedabad Municipal Zone - Maninagar,Ahmedabad,MUNICIPALITY,23.056045768060347,72.64932242444996,ORGANIC_WASTE,2023,3,116.9
ahmedabad_municipal_zone___maninagar,Ahmedabad Municipal Zone - Maninagar,Ahmedabad,MUNICIPALITY,23.056045768060347,72.64932242444996,ORGANIC_WASTE,2023,4,106.4
ahmedabad_municipal_zone___maninagar,Ahmedabad Municipal Zone - Maninagar,Ahmedabad,MUNICIPALITY,23.056045768060347,72.64932242444996,ORGANIC_WASTE,2023,5,95.4
ahmedabad_municipal_zone___maninagar,Ahmedabad Municipal Zone - Maninagar,Ahmedabad,MUNICIPALITY,23.056045768060347,72.64932242444996,ORGANIC_WASTE,2023,6,109.4
ahmedabad_municipal_zone___maninagar,Ahmedabad Municipal Zone - Maninagar,Ahmedabad,MUNICIPALITY,23.056045768060347,72.64932242444996,ORGANIC_WASTE,2023,7,97.1
ahmedabad_municipal_zone___maninagar,Ahmedabad Municipal Zone - Maninagar,Ahmedabad,MUNICIPALITY,23.056045768060347,72.64932242444996,ORGANIC_WASTE,2023,8,95.8
ahmedabad_municipal_zone___maninagar,Ahmedabad Municipal Zone - Maninagar,Ahmedabad,MUNICIPALITY,23.056045768060347,72.64932242444996,ORGANIC_WASTE,2023,9,87.5
ahmedabad_municipal_zone___maninagar,Ahmedabad Municipal Zone - Maninagar,Ahmedabad,MUNICIPALITY,23.056045768060347,72.64932242444996,ORGANIC_WASTE,2023,10,110.6
ahmedabad_municipal_zone___maninagar,Ahmedabad Municipal Zone - Maninagar,Ahmedabad,MUNICIPALITY,23.056045768060347,72.64932242444996,ORGANIC_WASTE,2023,11,115.6
ahmedabad_municipal_zone___maninagar,Ahmedabad Municipal Zone - Maninagar,Ahmedabad,MUNICIPALITY,23.056045768060347,72.64932242444996,ORGANIC_WASTE,2023,12,106.9
ahmedabad_municipal_zone___maninagar,Ahmedabad Municipal Zone - Maninagar,Ahmedabad,MUNICIPALITY,23.056045768060347,72.64932242444996,ORGANIC_WASTE,2024,1,92.1
ahmedabad_municipal_zone___maninagar,Ahmedabad Municipal Zone - Maninagar,Ahmedabad,MUNICIPALITY,23.056045768060347,72.64932242444996,ORGANIC_WASTE,2024,2,98.9
ahmedabad_municipal_zone___maninagar,Ahmedabad Municipal Zone - Maninagar,Ahmedabad,MUNICIPALITY,23.056045768060347,72.64932242444996,ORGANIC_WASTE,2024,3,106.6
ahmedabad_municipal_zone___maninagar,Ahmedabad Municipal Zone - Maninagar,Ahmedabad,MUNICIPALITY,23.056045768060347,72.64932242444996,ORGANIC_WASTE,2024,4,122.2
ahmedabad_municipal_zone___maninagar,Ahmedabad Municipal Zone - Maninagar,Ahmedabad,MUNICIPALITY,23.056045768060347,72.64932242444996,ORGANIC_WASTE,2024,5,122.1
ahmedabad_municipal_zone___maninagar,Ahmedabad Municipal Zone - Maninagar,Ahmedabad,MUNICIPALITY,23.056045768060347,72.64932242444996,ORGANIC_WASTE,2024,6,103.8
ahmedabad_municipal_zone___maninagar,Ahmedabad Municipal Zone - Maninagar,Ahmedabad,MUNICIPALITY,23.056045768060347,72.64932242444996,ORGANIC_WASTE,2024,7,99.4
ahmedabad_municipal_zone___maninagar,Ahmedabad Municipal Zone - Maninagar,Ahmedabad,MUNICIPALITY,23.056045768060347,72.64932242444996,ORGANIC_WASTE,2024,8,105.2
ahmedabad_municipal_zone___maninagar,Ahmedabad Municipal Zone - Maninagar,Ahmedabad,MUNICIPALITY,23.056045768060347,72.64932242444996,ORGANIC_WASTE,2024,9,107.2
ahmedabad_municipal_zone___maninagar,Ahmedabad Municipal Zone - Maninagar,Ahmedabad,MUNICIPALITY,23.056045768060347,72.64932242444996,ORGANIC_WASTE,2024,10,121.2
ahmedabad_municipal_zone___maninagar,Ahmedabad Municipal Zone - Maninagar,Ahmedabad,MUNICIPALITY,23.056045768060347,72.64932242444996,ORGANIC_WASTE,2024,11,97.2
ahmedabad_municipal_zone___maninagar,Ahmedabad Municipal Zone - Maninagar,Ahmedabad,MUNICIPALITY,23.056045768060347,72.64932242444996,ORGANIC_WASTE,2024,12,117.2
ahmedabad_municipal_zone___maninagar,Ahmedabad Municipal Zone - Maninagar,Ahmedabad,MUNICIPALITY,23.056045768060347,72.64932242444996,ORGANIC_WASTE,2025,1,121.3
ahmedabad_municipal_zone___maninagar,Ahmedabad Municipal Zone - Maninagar,Ahmedabad,MUNICIPALITY,23.056045768060347,72.64932242444996,ORGANIC_WASTE,2025,2,119.6
ahmedabad_municipal_zone___maninagar,Ahmedabad Municipal Zone - Maninagar,Ahmedabad,MUNICIPALITY,23.056045768060347,72.64932242444996,ORGANIC_WASTE,2025,3,114.1
ahmedabad_municipal_zone___maninagar,Ahmedabad Municipal Zone - Maninagar,Ahmedabad,MUNICIPALITY,23.056045768060347,72.64932242444996,ORGANIC_WASTE,2025,4,104.8
ahmedabad_municipal_zone___maninagar,Ahmedabad Municipal Zone - Maninagar,Ahmedabad,MUNICIPALITY,23.056045768060347,72.64932242444996,ORGANIC_WASTE,2025,5,104.6
ahmedabad_municipal_zone___maninagar,Ahmedabad Municipal Zone - Maninagar,Ahmedabad,MUNICIPALITY,23.056045768060347,72.64932242444996,ORGANIC_WASTE,2025,6,106.0
ahmedabad_municipal_zone___maninagar,Ahmedabad Municipal Zone - Maninagar,Ahmedabad,MUNICIPALITY,23.056045768060347,72.64932242444996,ORGANIC_WASTE,2025,7,119.9
ahmedabad_municipal_zone___maninagar,Ahmedabad Municipal Zone - Maninagar,Ahmedabad,MUNICIPALITY,23.056045768060347,72.64932242444996,ORGANIC_WASTE,2025,8,96.6
ahmedabad_municipal_zone___maninagar,Ahmedabad Municipal Zone - Maninagar,Ahmedabad,MUNICIPALITY,23.056045768060347,72.64932242444996,ORGANIC_WASTE,2025,9,100.5
ahmedabad_municipal_zone___maninagar,Ahmedabad Municipal Zone - Maninagar,Ahmedabad,MUNICIPALITY,23.056045768060347,72.64932242444996,ORGANIC_WASTE,2025,10,118.9
ahmedabad_municipal_zone___maninagar,Ahmedabad Municipal Zone - Maninagar,Ahmedabad,MUNICIPALITY,23.056045768060347,72.64932242444996,ORGANIC_WASTE,2025,11,102.2
ahmedabad_municipal_zone___maninagar,Ahmedabad Municipal Zone - Maninagar,Ahmedabad,MUNICIPALITY,23.056045768060347,72.64932242444996,ORGANIC_WASTE,2025,12,96.1
ahmedabad_municipal_zone___vastrapur,Ahmedabad Municipal Zone - Vastrapur,Ahmedabad,MUNICIPALITY,22.955309184780734,72.5796372997248,ORGANIC_WASTE,2020,1,88.9
ahmedabad_municipal_zone___vastrapur,Ahmedabad Municipal Zone - Vastrapur,Ahmedabad,MUNICIPALITY,22.955309184780734,72.5796372997248,ORGANIC_WASTE,2020,2,86.6
ahmedabad_municipal_zone___vastrapur,Ahmedabad Municipal Zone - Vastrapur,Ahmedabad,MUNICIPALITY,22.955309184780734,72.5796372997248,ORGANIC_WASTE,2020,3,89.1
ahmedabad_municipal_zone___vastrapur,Ahmedabad Municipal Zone - Vastrapur,Ahmedabad,MUNICIPALITY,22.955309184780734,72.5796372997248,ORGANIC_WASTE,2020,4,72.2
ahmedabad_municipal_zone___vastrapur,Ahmedabad Municipal Zone - Vastrapur,Ahmedabad,MUNICIPALITY,22.955309184780734,72.5796372997248,ORGANIC_WASTE,2020,5,68.0
ahmedabad_municipal_zone___vastrapur,Ahmedabad Municipal Zone - Vastrapur,Ahmedabad,MUNICIPALITY,22.955309184780734,72.5796372997248,ORGANIC_WASTE,2020,6,68.3
ahmedabad_municipal_zone___vastrapur,Ahmedabad Municipal Zone - Vastrapur,Ahmedabad,MUNICIPALITY,22.955309184780734,72.5796372997248,ORGANIC_WASTE,2020,7,77.7
ahmedabad_municipal_zone___vastrapur,Ahmedabad Municipal Zone - Vastrapur,Ahmedabad,MUNICIPALITY,22.955309184780734,72.5796372997248,ORGANIC_WASTE,2020,8,82.6
ahmedabad_municipal_zone___vastrapur,Ahmedabad Municipal Zone - Vastrapur,Ahmedabad,MUNICIPALITY,22.955309184780734,72.5796372997248,ORGANIC_WASTE,2020,9,76.5
ahmedabad_municipal_zone___vastrapur,Ahmedabad Municipal Zone - Vastrapur,Ahmedabad,MUNICIPALITY,22.955309184780734,72.5796372997248,ORGANIC_WASTE,2020,10,71.5
ahmedabad_municipal_zone___vastrapur,Ahmedabad Municipal Zone - Vastrapur,Ahmedabad,MUNICIPALITY,22.955309184780734,72.5796372997248,ORGANIC_WASTE,2020,11,75.8
ahmedabad_municipal_zone___vastrapur,Ahmedabad Municipal Zone - Vastrapur,Ahmedabad,MUNICIPALITY,22.955309184780734,72.5796372997248,ORGANIC_WASTE,2020,12,80.5
ahmedabad_municipal_zone___vastrapur,Ahmedabad Municipal Zone - Vastrapur,Ahmedabad,MUNICIPALITY,22.955309184780734,72.5796372997248,ORGANIC_WASTE,2021,1,85.5
ahmedabad_municipal_zone___vastrapur,Ahmedabad Municipal Zone - Vastrapur,Ahmedabad,MUNICIPALITY,22.955309184780734,72.5796372997248,ORGANIC_WASTE,2021,2,87.8
ahmedabad_municipal_zone___vastrapur,Ahmedabad Municipal Zone - Vastrapur,Ahmedabad,MUNICIPALITY,22.955309184780734,72.5796372997248,ORGANIC_WASTE,2021,3,83.5
ahmedabad_municipal_zone___vastrapur,Ahmedabad Municipal Zone - Vastrapur,Ahmedabad,MUNICIPALITY,22.955309184780734,72.5796372997248,ORGANIC_WASTE,2021,4,70.5
ahmedabad_municipal_zone___vastrapur,Ahmedabad Municipal Zone - Vastrapur,Ahmedabad,MUNICIPALITY,22.955309184780734,72.5796372997248,ORGANIC_WASTE,2021,5,87.7
ahmedabad_municipal_zone___vastrapur,Ahmedabad Municipal Zone - Vastrapur,Ahmedabad,MUNICIPALITY,22.955309184780734,72.5796372997248,ORGANIC_WASTE,2021,6,74.6
ahmedabad_municipal_zone___vastrapur,Ahmedabad Municipal Zone - Vastrapur,Ahmedabad,MUNICIPALITY,22.955309184780734,72.5796372997248,ORGANIC_WASTE,2021,7,81.1
ahmedabad_municipal_zone___vastrapur,Ahmedabad Municipal Zone - Vastrapur,Ahmedabad,MUNICIPALITY,22.955309184780734,72.5796372997248,ORGANIC_WASTE,2021,8,76.5
ahmedabad_municipal_zone___vastrapur,Ahmedabad Municipal Zone - Vastrapur,Ahmedabad,MUNICIPALITY,22.955309184780734,72.5796372997248,ORGANIC_WASTE,2021,9,85.2
ahmedabad_municipal_zone___vastrapur,Ahmedabad Municipal Zone - Vastrapur,Ahmedabad,MUNICIPALITY,22.955309184780734,72.5796372997248,ORGANIC_WASTE,2021,10,72.4
ahmedabad_municipal_zone___vastrapur,Ahmedabad Municipal Zone - Vastrapur,Ahmedabad,MUNICIPALITY,22.955309184780734,72.5796372997248,ORGANIC_WASTE,2021,11,73.5
ahmedabad_municipal_zone___vastrapur,Ahmedabad Municipal Zone - Vastrapur,Ahmedabad,MUNICIPALITY,22.955309184780734,72.5796372997248,ORGANIC_WASTE,2021,12,73.5
ahmedabad_municipal_zone___vastrapur,Ahmedabad Municipal Zone - Vastrapur,Ahmedabad,MUNICIPALITY,22.955309184780734,72.5796372997248,ORGANIC_WASTE,2022,1,87.1
ahmedabad_municipal_zone___vastrapur,Ahmedabad Municipal Zone - Vastrapur,Ahmedabad,MUNICIPALITY,22.955309184780734,72.5796372997248,ORGANIC_WASTE,2022,2,80.0
ahmedabad_municipal_zone___vastrapur,Ahmedabad Municipal Zone - Vastrapur,Ahmedabad,MUNICIPALITY,22.955309184780734,72.5796372997248,ORGANIC_WASTE,2022,3,74.1
ahmedabad_municipal_zone___vastrapur,Ahmedabad Municipal Zone - Vastrapur,Ahmedabad,MUNICIPALITY,22.955309184780734,72.5796372997248,ORGANIC_WASTE,2022,4,75.7
ahmedabad_municipal_zone___vastrapur,Ahmedabad Municipal Zone - Vastrapur,Ahmedabad,MUNICIPALITY,22.955309184780734,72.5796372997248,ORGANIC_WASTE,2022,5,89.7
ahmedabad_municipal_zone___vastrapur,Ahmedabad Municipal Zone - Vastrapur,Ahmedabad,MUNICIPALITY,22.955309184780734,72.5796372997248,ORGANIC_WASTE,2022,6,78.3
ahmedabad_municipal_zone___vastrapur,Ahmedabad Municipal Zone - Vastrapur,Ahmedabad,MUNICIPALITY,22.955309184780734,72.5796372997248,ORGANIC_WASTE,2022,7,71.8
ahmedabad_municipal_zone___vastrapur,Ahmedabad Municipal Zone - Vastrapur,Ahmedabad,MUNICIPALITY,22.955309184780734,72.5796372997248,ORGANIC_WASTE,2022,8,85.4
ahmedabad_municipal_zone___vastrapur,Ahmedabad Municipal Zone - Vastrapur,Ahmedabad,MUNICIPALITY,22.955309184780734,72.5796372997248,ORGANIC_WASTE,2022,9,81.7
ahmedabad_municipal_zone___vastrapur,Ahmedabad Municipal Zone - Vastrapur,Ahmedabad,MUNICIPALITY,22.955309184780734,72.5796372997248,ORGANIC_WASTE,2022,10,89.7
ahmedabad_municipal_zone___vastrapur,Ahmedabad Municipal Zone - Vastrapur,Ahmedabad,MUNICIPALITY,22.955309184780734,72.5796372997248,ORGANIC_WASTE,2022,11,68.8
ahmedabad_municipal_zone___vastrapur,Ahmedabad Municipal Zone - Vastrapur,Ahmedabad,MUNICIPALITY,22.955309184780734,72.5796372997248,ORGANIC_WASTE,2022,12,77.5
ahmedabad_municipal_zone___vastrapur,Ahmedabad Municipal Zone - Vastrapur,Ahmedabad,MUNICIPALITY,22.955309184780734,72.5796372997248,ORGANIC_WASTE,2023,1,89.2
ahmedabad_municipal_zone___vastrapur,Ahmedabad Municipal Zone - Vastrapur,Ahmedabad,MUNICIPALITY,22.955309184780734,72.5796372997248,ORGANIC_WASTE,2023,2,91.0
ahmedabad_municipal_zone___vastrapur,Ahmedabad Municipal Zone - Vastrapur,Ahmedabad,MUNICIPALITY,22.955309184780734,72.5796372997248,ORGANIC_WASTE,2023,3,69.8
ahmedabad_municipal_zone___vastrapur,Ahmedabad Municipal Zone - Vastrapur,Ahmedabad,MUNICIPALITY,22.955309184780734,72.5796372997248,ORGANIC_WASTE,2023,4,75.9
ahmedabad_municipal_zone___vastrapur,Ahmedabad Municipal Zone - Vastrapur,Ahmedabad,MUNICIPALITY,22.955309184780734,72.5796372997248,ORGANIC_WASTE,2023,5,71.7
ahmedabad_municipal_zone___vastrapur,Ahmedabad Municipal Zone - Vastrapur,Ahmedabad,MUNICIPALITY,22.955309184780734,72.5796372997248,ORGANIC_WASTE,2023,6,73.4
ahmedabad_municipal_zone___vastrapur,Ahmedabad Municipal Zone - Vastrapur,Ahmedabad,MUNICIPALITY,22.955309184780734,72.5796372997248,ORGANIC_WASTE,2023,7,92.4
ahmedabad_municipal_zone___vastrapur,Ahmedabad Municipal Zone - Vastrapur,Ahmedabad,MUNICIPALITY,22.955309184780734,72.5796372997248,ORGANIC_WASTE,2023,8,82.9
ahmedabad_municipal_zone___vastrapur,Ahmedabad Municipal Zone - Vastrapur,Ahmedabad,MUNICIPALITY,22.955309184780734,72.5796372997248,ORGANIC_WASTE,2023,9,91.4
ahmedabad_municipal_zone___vastrapur,Ahmedabad Municipal Zone - Vastrapur,Ahmedabad,MUNICIPALITY,22.955309184780734,72.5796372997248,ORGANIC_WASTE,2023,10,77.8
ahmedabad_municipal_zone___vastrapur,Ahmedabad Municipal Zone - Vastrapur,Ahmedabad,MUNICIPALITY,22.955309184780734,72.5796372997248,ORGANIC_WASTE,2023,11,89.8
ahmedabad_municipal_zone___vastrapur,Ahmedabad Municipal Zone - Vastrapur,Ahmedabad,MUNICIPALITY,22.955309184780734,72.5796372997248,ORGANIC_WASTE,2023,12,79.7
ahmedabad_municipal_zone___vastrapur,Ahmedabad Municipal Zone - Vastrapur,Ahmedabad,MUNICIPALITY,22.955309184780734,72.5796372997248,ORGANIC_WASTE,2024,1,86.9
ahmedabad_municipal_zone___vastrapur,Ahmedabad Municipal Zone - Vastrapur,Ahmedabad,MUNICIPALITY,22.955309184780734,72.5796372997248,ORGANIC_WASTE,2024,2,90.9
ahmedabad_municipal_zone___vastrapur,Ahmedabad Municipal Zone - Vastrapur,Ahmedabad,MUNICIPALITY,22.955309184780734,72.5796372997248,ORGANIC_WASTE,2024,3,70.7
ahmedabad_municipal_zone___vastrapur,Ahmedabad Municipal Zone - Vastrapur,Ahmedabad,MUNICIPALITY,22.955309184780734,72.5796372997248,ORGANIC_WASTE,2024,4,82.5
ahmedabad_municipal_zone___vastrapur,Ahmedabad Municipal Zone - Vastrapur,Ahmedabad,MUNICIPALITY,22.955309184780734,72.5796372997248,ORGANIC_WASTE,2024,5,83.1
ahmedabad_municipal_zone___vastrapur,Ahmedabad Municipal Zone - Vastrapur,Ahmedabad,MUNICIPALITY,22.955309184780734,72.5796372997248,ORGANIC_WASTE,2024,6,73.4
ahmedabad_municipal_zone___vastrapur,Ahmedabad Municipal Zone - Vastrapur,Ahmedabad,MUNICIPALITY,22.955309184780734,72.5796372997248,ORGANIC_WASTE,2024,7,77.0
ahmedabad_municipal_zone___vastrapur,Ahmedabad Municipal Zone - Vastrapur,Ahmedabad,MUNICIPALITY,22.955309184780734,72.5796372997248,ORGANIC_WASTE,2024,8,71.5
ahmedabad_municipal_zone___vastrapur,Ahmedabad Municipal Zone - Vastrapur,Ahmedabad,MUNICIPALITY,22.955309184780734,72.5796372997248,ORGANIC_WASTE,2024,9,73.1
ahmedabad_municipal_zone___vastrapur,Ahmedabad Municipal Zone - Vastrapur,Ahmedabad,MUNICIPALITY,22.955309184780734,72.5796372997248,ORGANIC_WASTE,2024,10,74.3
ahmedabad_municipal_zone___vastrapur,Ahmedabad Municipal Zone - Vastrapur,Ahmedabad,MUNICIPALITY,22.955309184780734,72.5796372997248,ORGANIC_WASTE,2024,11,82.6
ahmedabad_municipal_zone___vastrapur,Ahmedabad Municipal Zone - Vastrapur,Ahmedabad,MUNICIPALITY,22.955309184780734,72.5796372997248,ORGANIC_WASTE,2024,12,83.8
ahmedabad_municipal_zone___vastrapur,Ahmedabad Municipal Zone - Vastrapur,Ahmedabad,MUNICIPALITY,22.955309184780734,72.5796372997248,ORGANIC_WASTE,2025,1,67.5
ahmedabad_municipal_zone___vastrapur,Ahmedabad Municipal Zone - Vastrapur,Ahmedabad,MUNICIPALITY,22.955309184780734,72.5796372997248,ORGANIC_WASTE,2025,2,75.0
ahmedabad_municipal_zone___vastrapur,Ahmedabad Municipal Zone - Vastrapur,Ahmedabad,MUNICIPALITY,22.955309184780734,72.5796372997248,ORGANIC_WASTE,2025,3,83.3
ahmedabad_municipal_zone___vastrapur,Ahmedabad Municipal Zone - Vastrapur,Ahmedabad,MUNICIPALITY,22.955309184780734,72.5796372997248,ORGANIC_WASTE,2025,4,71.6
ahmedabad_municipal_zone___vastrapur,Ahmedabad Municipal Zone - Vastrapur,Ahmedabad,MUNICIPALITY,22.955309184780734,72.5796372997248,ORGANIC_WASTE,2025,5,74.6
ahmedabad_municipal_zone___vastrapur,Ahmedabad Municipal Zone - Vastrapur,Ahmedabad,MUNICIPALITY,22.955309184780734,72.5796372997248,ORGANIC_WASTE,2025,6,72.0
ahmedabad_municipal_zone___vastrapur,Ahmedabad Municipal Zone - Vastrapur,Ahmedabad,MUNICIPALITY,22.955309184780734,72.5796372997248,ORGANIC_WASTE,2025,7,86.1
ahmedabad_municipal_zone___vastrapur,Ahmedabad Municipal Zone - Vastrapur,Ahmedabad,MUNICIPALITY,22.955309184780734,72.5796372997248,ORGANIC_WASTE,2025,8,80.2
ahmedabad_municipal_zone___vastrapur,Ahmedabad Municipal Zone - Vastrapur,Ahmedabad,MUNICIPALITY,22.955309184780734,72.5796372997248,ORGANIC_WASTE,2025,9,68.7
ahmedabad_municipal_zone___vastrapur,Ahmedabad Municipal Zone - Vastrapur,Ahmedabad,MUNICIPALITY,22.955309184780734,72.5796372997248,ORGANIC_WASTE,2025,10,69.6
ahmedabad_municipal_zone___vastrapur,Ahmedabad Municipal Zone - Vastrapur,Ahmedabad,MUNICIPALITY,22.955309184780734,72.5796372997248,ORGANIC_WASTE,2025,11,76.6
ahmedabad_municipal_zone___vastrapur,Ahmedabad Municipal Zone - Vastrapur,Ahmedabad,MUNICIPALITY,22.955309184780734,72.5796372997248,ORGANIC_WASTE,2025,12,80.3
